pass_a,pass_b,rate_with_bigram,rate_without_bigram,n_with_bigram,chi2,p_value,p_adj,significant,positive
bdce,mem2reg,0.10176390773405698,0.06128439916232167,1474,41.78012289409183,1.0213649396629609e-10,4.123366086309438e-09,True,True
bdce,sroa,0.10141987829614604,0.061285026448960875,1479,41.210589193872316,1.3668006874635527e-10,5.406456052633608e-09,True,True
bdce,instcombine,0.0876577840112202,0.06132955064160429,1426,17.100444608657355,3.545400409441797e-05,0.0003949868564260051,True,True
bdce,simplifycfg,0.08937823834196891,0.06131775121155228,1544,21.026996236649016,4.52857313654813e-06,6.460577610806743e-05,True,True
bdce,jump-threading,0.08934480476505625,0.06131975039716986,1511,20.52703687594349,5.879488566686373e-06,8.092821520964443e-05,True,True
bdce,newgvn,0.0788623141564318,0.061350886532083045,1547,8.204843126671415,0.0041778720952414606,0.02390145672018343,True,True
bdce,slp-vectorizer,0.07997356245869135,0.06134866333370184,1513,9.078077349876438,0.0025869188209913675,0.015940793238398417,True,True
bdce,early-cse-memssa,0.08016032064128256,0.06134870104612361,1497,9.163375725444384,0.002469066856862626,0.015396283139289875,True,True
bdce,simple-loop-unswitch,0.0783289817232376,0.061353097136773574,1532,7.636138414364312,0.005721026563570223,0.031008359893343936,True,True
bdce,iroutliner,0.07832167832167833,0.06135666285255774,1430,7.120089298950931,0.007622490953825893,0.039250065187616305,True,True
bdce,global-merge,0.07702265372168285,0.061356777540733216,1545,6.558076866231839,0.010440914376402764,0.04986173255852832,True,True
ipsccp,correlated-propagation,0.08338720103425985,0.061336554604643545,1547,13.009776213789173,0.00030986897104750205,0.0026494473594367205,True,True
ipsccp,mem2reg,0.08898847631241998,0.061317963575311475,1562,20.684211328603926,5.416075685088049e-06,7.521046944257022e-05,True,True
ipsccp,sroa,0.10026385224274406,0.06128557419270306,1516,39.83904552162745,2.7577656798169463e-10,1.0140291457430199e-08,True,True
ipsccp,globaldce,0.08010335917312661,0.06134691729846709,1548,9.419065987113452,0.0021474087222820527,0.013695851069147424,True,True
ipsccp,simplifycfg,0.08638743455497382,0.06132802663178002,1528,16.596584484866035,4.623420951316288e-05,0.000496036066996016,True,True
ipsccp,dse,0.07716836734693877,0.06135557198110561,1568,6.780809567551667,0.009214308884396075,0.04527381880965499,True,True
ipsccp,jump-threading,0.08233058898036733,0.06133852592610793,1579,12.033744347751123,0.0005224601770311678,0.004162673556976711,True,True
ipsccp,newgvn,0.08781127129750983,0.06132368085398236,1526,18.518038067764152,1.6830390292475943e-05,0.00020660754979729087,True,True
ipsccp,attributor,0.08310626702997276,0.0613409648740325,1468,12.029914972035396,0.0005235346454913103,0.004166995267772299,True,True
ipsccp,early-cse-memssa,0.07910750507099391,0.06135258184438512,1479,8.064976250855155,0.004512906681946415,0.02542811880072253,True,True
ipsccp,iroutliner,0.08306503541532517,0.06133730810337132,1553,12.680360075414608,0.0003695164037899348,0.003078779228173159,True,True
correlated-propagation,mem2reg,0.10373711340206186,0.06127166446566956,1552,48.40559598171095,3.4657777958480385e-12,1.9388551212201313e-10,True,True
correlated-propagation,sroa,0.10116199589883801,0.06128711330920525,1463,40.23969745925994,2.2463686628124415e-10,8.540562799585943e-09,True,True
correlated-propagation,function-attrs,0.08365261813537675,0.06133484575174907,1566,13.49004542366597,0.0002398323897137559,0.002087074751375707,True,True
correlated-propagation,mergefunc,0.07873485868102288,0.06135346103533198,1486,7.765676555925015,0.0053248348162439315,0.029204556219063357,True,True
correlated-propagation,simplifycfg,0.09700996677740864,0.06129647751513936,1505,33.202843025929,8.30290492535457e-09,2.2043508940805763e-07,True,True
correlated-propagation,dse,0.08288043478260869,0.061341467159336326,1472,11.81302496166637,0.000588177924380299,0.004570049110859625,True,True
correlated-propagation,jump-threading,0.08471211118464593,0.06133408126832304,1511,14.28397742157331,0.00015719726930215057,0.0014333111942252666,True,True
correlated-propagation,gvn,0.09394145677331518,0.061308336983979465,1469,27.061084538660978,1.9712661574841067e-07,3.879134810405911e-06,True,True
correlated-propagation,newgvn,0.08108108108108109,0.06134806068893238,1443,9.720369785203124,0.0018223684663140095,0.011893991523476102,True,True
correlated-propagation,globalopt,0.08010335917312661,0.06134691729846709,1548,9.419065987113452,0.0021474087222820527,0.013695851069147424,True,True
correlated-propagation,attributor,0.08733333333333333,0.06132655839596124,1500,17.548617519890676,2.800543259168647e-05,0.00032020225993881527,True,True
