pass_a,pass_b,ate,t_stat,p_value,n_treatment,n_control,p_adj,significant
bdce,ipsccp,0.002654284430840148,0.9249367571736101,0.3550103350928069,9708,9652,0.6838270891408912,False
bdce,correlated-propagation,0.00010495788882902701,0.037000362548023046,0.9704851048082521,9550,9483,0.9884056360023706,False
bdce,mem2reg,-0.008475233051864817,-3.43351484705407,0.0005970724134085491,9491,9629,0.009169159101599522,True
bdce,sroa,-0.009404104018475856,-3.900810803353696,9.619630813105456e-05,9675,9617,0.0018556883873951215,True
bdce,instsimplify,0.00151163839456242,0.5412569903504385,0.5883368173334094,9542,9456,0.8329454001003728,False
bdce,constmerge,-0.00014889308612808794,-0.05329049359613166,0.957501006493906,9593,9702,0.983032457351914,False
bdce,function-attrs,-0.0006000451684338159,-0.21458676583479627,0.8300917940483028,9616,9573,0.9479846793505844,False
bdce,deadargelim,0.0013945806254293536,0.5031921187923183,0.6148349725771721,9586,9634,0.8486891062587572,False
bdce,globaldce,0.0007168076867679063,0.25314704152326994,0.8001573051243751,9594,9564,0.9342325601869568,False
bdce,elim-avail-extern,0.0023256943610430736,0.8353610410097035,0.4035248293341808,9672,9574,0.7237584073835444,False
bdce,mergefunc,0.0027167204034198034,0.9766249071317838,0.32876720741537874,9506,9667,0.6626105940497289,False
bdce,instcombine,0.010314246320706655,4.035401163434595,5.472051971216323e-05,9662,9532,0.0011645954086566914,True
bdce,simplifycfg,0.005733773589722824,2.0378095601402904,0.041582758090656646,9507,9560,0.2171174409106819,False
bdce,tailcallelim,0.00023655148922335778,0.08482148297376516,0.9324042002022213,9666,9504,0.9753192295168305,False
bdce,reassociate,-0.00327182632175943,-1.167821532543287,0.24289329110812558,9724,9461,0.5789227802674496,False
bdce,memcpyopt,-0.003091849603512331,-1.1195874710543756,0.26290360013536795,9656,9564,0.6024169093798132,False
bdce,sccp,0.0007329717255588619,0.25590716619989323,0.7980252702073908,9528,9624,0.9328558083976544,False
bdce,dce,-0.004112198579761306,-1.4538282446574036,0.14601022546455816,9520,9747,0.44915635735994486,False
bdce,adce,0.0012838693442193683,0.45642729705129753,0.6480879335559567,9461,9635,0.8696350261214956,False
bdce,dse,0.0033982162626717827,1.2339008749336624,0.21725500726183755,9590,9557,0.5488478285193796,False
bdce,jump-threading,0.005988004350907128,2.141702318192023,0.03223010130033221,9421,9645,0.18588081987054628,False
bdce,loop-idiom,-0.005081059806525456,-1.8015196513485499,0.07163686324024707,9423,9575,0.30492386570522556,False
bdce,loop-deletion,0.0015565067312451886,0.5552399871445721,0.5787370061402491,9638,9526,0.8304632158465429,False
bdce,gvn,0.004422084328427833,1.7386568155442144,0.08211118748812067,9760,9479,0.32812531013555457,False
bdce,gvn-hoist,0.001993609856386691,0.7144764051178625,0.4749413692261699,9443,9673,0.7729941298598682,False
bdce,gvn-sink,0.0006061277545966193,0.21888704928824287,0.8267403678380474,9579,9586,0.9465327575100408,False
bdce,newgvn,-0.0014096876368114297,-0.5747444176617227,0.5654709270675724,9515,9601,0.8222740996645428,False
bdce,early-cse,0.005185867074648631,1.9915094607236863,0.046439106709847945,9575,9553,0.23314813060995454,False
bdce,mergereturn,0.0006602593317784899,0.2339183517798333,0.8150508605355566,9508,9688,0.9406764328979079,False
bdce,globalopt,0.0017939098857998048,0.6344825926197779,0.5257734863760145,9614,9582,0.8050912108729128,False
bdce,strip-dead-prototypes,-0.0016788240774281427,-0.5954860937017717,0.5515256277810552,9602,9573,0.8175452952792853,False
