source,target,ate,p_adj
mem2reg,bdce,0.008475233051864817,0.009169159101599522
sroa,bdce,0.009404104018475856,0.0018556883873951215
bdce,instcombine,0.010314246320706655,0.0011645954086566914
bdce,flattencfg,0.007942860396769946,0.04518513966782222
loop-unroll,bdce,0.014895693554272504,4.850562856778385e-06
mem2reg,ipsccp,0.007261953719484626,0.046858361728608425
ipsccp,instcombine,0.008343862327745755,0.0163727299629229
ipsccp,dse,0.010191892254096002,0.005867592149903629
loop-unroll,ipsccp,0.00987699502743794,0.00903045707078974
loop-vectorize,ipsccp,0.0112441643991531,0.002293291577474687
correlated-propagation,instcombine,0.011283332387207579,0.0003356662607115324
correlated-propagation,dse,0.008343122735796349,0.031715397930793976
loop-unroll,correlated-propagation,0.012858425536882212,0.00013925446771222364
correlated-propagation,attributor,0.009397690119204105,0.012490738194701478
early-cse-memssa,correlated-propagation,0.006944139680316541,0.04646403228417414
correlated-propagation,load-store-vectorizer,0.008221575611966458,0.040324569154126
correlated-propagation,iroutliner,0.01068200613958592,0.0012896382386932263
mem2reg,instcombine,0.020936000494518825,1.0464487249683467e-16
mem2reg,simplifycfg,0.007667788956839172,0.021097750585085947
mem2reg,tailcallelim,0.008917158877752795,0.005708047525006512
mem2reg,memcpyopt,0.008201323991615828,0.013379817832514495
mem2reg,dce,0.0075574640960276995,0.026423266564515522
mem2reg,dse,0.007350108765020957,0.031126676433521374
mem2reg,jump-threading,0.012563899222432784,1.8069975829084722e-05
mem2reg,gvn,0.02246065424504451,1.4544032379929613e-18
mem2reg,early-cse,0.012376581795894626,1.2596693581244688e-05
mem2reg,mergeicmps,0.007295350506216991,0.037272181721066375
mem2reg,libcalls-shrinkwrap,0.008098640398214285,0.0163727299629229
mem2reg,flattencfg,0.011393010137989212,0.00011918430727900735
loop-unroll,mem2reg,0.025226517614873656,1.0553175614385798e-20
mem2reg,loop-rotate,0.008455809852719431,0.009989557597522899
mem2reg,alignment-from-assumptions,0.011282779667132203,0.00015010777158788662
mem2reg,rpo-function-attrs,0.01074036190132982,0.0004558580771192539
mem2reg,attributor,0.01141595385114208,0.00011322041214631652
mem2reg,licm,0.009486623249108928,0.0023915552773397515
mem2reg,inline,0.00997127771463241,0.0009825130152747129
mem2reg,slp-vectorizer,0.007504808794720541,0.026614133307802084
mem2reg,dfa-jump-threading,0.007987009677847878,0.016434837423592544
mem2reg,mldst-motion,0.010900177925193877,0.00025549435434683637
mem2reg,loop-load-elim,0.007386555755039492,0.031715397930793976
mem2reg,nary-reassociate,0.008874753302576255,0.0059284514648249124
mem2reg,vector-combine,0.01014014426883253,0.0009679869301491888
mem2reg,always-inline,0.007035919125377932,0.04646403228417414
mem2reg,load-store-vectorizer,0.009898960741770213,0.0016374097965963987
mem2reg,iroutliner,0.03100827143802054,1.3435384566070005e-33
sroa,instcombine,0.01739866409034424,6.582945284430312e-12
sroa,simplifycfg,0.007399073847449977,0.025598375901693247
sroa,memcpyopt,0.007633067453528708,0.021408065272685194
sroa,sccp,0.007124884883452753,0.04512931791027018
sroa,jump-threading,0.013427418508564382,2.27166963709192e-06
sroa,gvn,0.015362636486458026,1.696869705812933e-08
sroa,gvn-hoist,0.009122038968923551,0.0029166777866152156
sroa,early-cse,0.013261295018627273,1.4183323708645146e-06
