pass_a,pass_b,rate_with_bigram,rate_without_bigram,n_with_bigram,chi2,p_value,p_adj,significant,positive
bdce,ipsccp,0.04394562124565286,0.039946673610247424,15815,6.572439533458143,0.010356989089046285,0.017985795686343793,True,True
bdce,correlated-propagation,0.04382395292055343,0.0399469280989444,15973,6.239306336163601,0.012494540367577555,0.021181220813607664,True,True
bdce,mem2reg,0.061960933536276,0.039891594204698205,15768,199.58376215304727,2.574333295978705e-45,5.569662534283209e-44,True,True
bdce,sroa,0.06942590120160214,0.0398689796113975,15729,357.10236515673154,1.2037674712242072e-79,1.3094315048094432e-77,True,True
bdce,instsimplify,0.04653071532293705,0.03993871045540879,15839,17.88655670482147,2.3447153384580506e-05,7.80110897655202e-05,True,True
bdce,constmerge,0.04338790931989924,0.039948341591228,15880,4.882235457842791,0.027134455375478726,0.041369959513969025,True,True
bdce,function-attrs,0.0444022770398482,0.03994527666869877,15810,8.161755870283809,0.004278293109454736,0.008482934590696073,True,True
bdce,deadargelim,0.04578997161778619,0.03994096875733064,15855,14.095890317837709,0.00017372293175074965,0.0004998523150153826,True,True
bdce,mergefunc,0.04499134781772736,0.039943672388741226,15603,10.331771290571458,0.001307596587120053,0.0030625288487811765,True,True
bdce,instcombine,0.05710875164918012,0.03990594159399079,15917,122.41013528013974,1.8772843747884873e-28,2.46279584980627e-27,True,True
bdce,simplifycfg,0.05459697732997481,0.039913804343776775,15880,88.97148105261857,4.0054549213937906e-21,3.6099796253574416e-20,True,True
bdce,memcpyopt,0.045855935410621926,0.0399407669791431,15854,14.415701034304005,0.00014657511123019663,0.0004288293878053418,True,True
bdce,sccp,0.043625211241159166,0.03994754120245048,15977,5.6155600521576545,0.017801691141826555,0.028842127642280842,True,True
bdce,dce,0.043942087884175765,0.039946736391314845,15748,6.532914968411665,0.010589627653105478,0.01834910703077923,True,True
bdce,dse,0.04510374493927125,0.03994312687332846,15808,10.94074566804523,0.0009407230179064993,0.002286423902160663,True,True
bdce,jump-threading,0.05304419295694506,0.039918749208126866,15817,70.81380076655472,3.925812262979449e-17,2.96499147961958e-16,True,True
bdce,loop-deletion,0.04483430799220273,0.039943863140307415,15903,9.884036574966325,0.001667187988479662,0.0037683741199921244,True,True
bdce,gvn,0.054234486266531025,0.0399153435539875,15728,83.80710427016767,5.454843461024935e-20,4.684466445915274e-19,True,True
bdce,gvn-hoist,0.04765822784810127,0.039935303814405146,15800,24.48994700323482,7.469857049857926e-07,2.9788146850553608e-06,True,True
bdce,gvn-sink,0.04769455191222173,0.03993524214057166,15767,24.66977914824505,6.804281850081643e-07,2.7244956773946536e-06,True,True
bdce,newgvn,0.05361930294906166,0.039916393998327804,16039,78.26181656728808,9.02496062782261e-19,7.339926442067153e-18,True,True
bdce,early-cse,0.046722068328716525,0.03993758793796283,16245,19.430439849715103,1.043308645164988e-05,3.65928943525848e-05,True,True
bdce,globalopt,0.04391785150078989,0.0399467511177434,15825,6.485307538289733,0.010876971920414837,0.018780521181809746,True,True
bdce,strip-dead-prototypes,0.04465416772232075,0.039944524081345016,15788,9.100629954051794,0.002555214746048052,0.005464894017216915,True,True
bdce,separate-const-offset-from-gep,0.04615580772663522,0.03994004714738895,15686,15.74989289742973,7.229203155530412e-05,0.00022326151070234303,True,True
bdce,libcalls-shrinkwrap,0.044645112402121746,0.03994450804245329,15836,9.093207262095147,0.002565605663270664,0.0054826257993822215,True,True
bdce,partial-inliner,0.044529655513637204,0.039944566549731476,16169,8.833134269568832,0.0029580990258905675,0.00619070385450482,True,True
bdce,lower-expect,0.04391500321957502,0.039946986984998274,15530,6.354894129453598,0.011705792854590126,0.019982512998506945,True,True
bdce,alignment-from-assumptions,0.044774242233681295,0.03994404942029565,15902,9.641382689038346,0.0019024197449744652,0.004237699500182029,True,True
bdce,rpo-function-attrs,0.04466390570245301,0.039944579408662056,15695,9.084424317091223,0.0025779561975302727,0.0055060138912072796,True,True
bdce,attributor,0.04627054361567636,0.03993953335677182,15820,16.478514590568373,4.920451959223739e-05,0.00015646357996199889,True,True
bdce,inferattrs,0.04453237861943345,0.03994477877067765,15921,8.707599348243704,0.003168862386278926,0.006582178979551106,True,True
bdce,float2int,0.04511987917689258,0.039942994017088215,15891,11.067457273230893,0.000878560796692186,0.0021478848896789525,True,True
bdce,slp-vectorizer,0.04787737336781682,0.039934550318662644,15853,25.99106054281288,3.4300193926039543e-07,1.4153799727541713e-06,True,True
bdce,callsite-splitting,0.0455200953037808,0.03994169724127132,15949,12.897547548408086,0.00032901296031445735,0.0008934915066514666,True,True
bdce,dfa-jump-threading,0.04416443141413511,0.03994582538193397,16031,7.413893099429907,0.006472212085735496,0.01208063990836044,True,True
bdce,consthoist,0.04493746464709949,0.03994353708168205,15911,10.311927058943066,0.0013217319416674307,0.0030910136061926895,True,True
bdce,mldst-motion,0.04416938929379241,0.039945904203095954,15916,7.377909419665377,0.006602988160173968,0.01226918227057711,True,True
bdce,slsr,0.043932008498937636,0.039946570777614834,16002,6.605056405729529,0.010168958245489804,0.01773397483381789,True,True
bdce,loop-interchange,0.04446690247599798,0.03994505912411252,15832,8.412621383872645,0.0037262498985806834,0.007533296129500235,True,True
bdce,loop-distribute,0.043285660043032526,0.03994870714293198,15802,4.572769126959354,0.032484016281032806,0.048202882817932724,True,True
bdce,loop-load-elim,0.04525260218329525,0.039942723875529204,15756,11.54479028554817,0.0006793936333544528,0.0017181178354640214,True,True
bdce,loop-sink,0.044226357379556464,0.03994591431505047,15692,7.471917738215367,0.006266876115890181,0.011764662928967377,True,True
bdce,loop-unroll-and-jam,0.045566269616184533,0.039941643840772825,15867,13.04498769867791,0.0003040971567056635,0.0008333411236244774,True,True
bdce,hotcoldsplit,0.044661549197487785,0.039944524350438,15763,9.114766629184546,0.0025355430137449625,0.005430235953965148,True,True
bdce,irce,0.04360703257924255,0.03994767424149673,15869,5.5223109454591555,0.018775439956968808,0.030157761637198462,True,True
